# Wicked.Experimental reviewed pre-1.0 API
# name<TAB>binding-kind
handle_virtual_key!	function
handle_virtual_list_action!	function
handle_virtual_pointer!	function
handle_virtual_tree_action!	function
has_modal	function
has_overlay	function
highlight	function
hit_test_link	function
image_id	function
increment_numeric_input!	function
increment_slider!	function
increment_time_picker!	function
inflight_page_count	function
ingest_remote!	function
insert!	function
insert_masked_input!	function
inspector_lines	function
inspector_text	function
instrument_command!	function
instrument_event!	function
instrument_frame!	function
instrument_layout!	function
instrument_reconcile!	function
instrument_render!	function
instrumented	function
interpolate_value	function
invalidate_data!	function
invalidate_reactive_element!	function
invoke_action!	function
invoke_key_action!	function
is_cancelled	function
item_key	function
join_managed_tasks!	function
layout_overlay	function
layout_overlays	function
leave_file_directory!	function
leave_tooltip!	function
linear_easing	function
link_by_id	function
link_semantic_node	function
links_at_line	function
load_stylesheet	function
markdown_core_text	function
markdown_end!	function
markdown_home!	function
markdown_line_count	function
markdown_link_safe	function
markdown_max_scroll	function
markdown_page_down!	function
markdown_page_up!	function
markdown_paragraph_widget	function
markdown_selected_text	function
markdown_toolkit_element	function
markdown_viewport	function
masked_input_complete	function
masked_input_component	function
masked_input_text	function
matches	function
metrics_snapshot	function
move_autocomplete!	function
move_breadcrumb_focus!	function
move_code_cursor!	function
move_combobox!	function
move_cursor!	function
move_date_picker!	function
move_date_picker_month!	function
move_dialog_focus!	function
move_file_cursor!	function
move_range_slider!	function
move_selection!	function
move_timeline_focus!	function
move_virtual_cursor!	function
move_virtual_tree_cursor!	function
navigate_file_browser!	function
navigation_control_semantic_node	function
next_carousel!	function
next_code_match!	function
next_panel!	function
notification_center_snapshot	function
notification_component	function
notification_errors	function
notification_events	function
notification_generation	function
notification_semantic_tree	function
notification_snapshots	function
notify!	function
numeric_input_component	function
numeric_input_valid	function
open_overlay!	function
open_palette!	function
osc52_query	function
osc52_sequence	function
overlay_count	function
overlay_entries	function
overlay_errors	function
page_cache_size	function
pagination_component	function
pagination_semantic_node	function
parse_markdown	function
parse_osc52_response	function
parse_unified_diff	function
paste_edit_selection!	function
paste_from_clipboard	function
pause!	function
pause_animation!	function
pause_notification!	function
pause_replay!	function
pending_invalidations	function
pending_scheduled	function
perform_semantic_action!	function
place_popover	function
plain_text	function
play!	function
poll_data_updates!	function
poll_file_refresh!	function
poll_reloads!	function
poll_replay!	function
poll_terminal_resize!	function
pop_focus_scope!	function
pop_modal!	function
pop_screen!	function
pop_semantic_node!	function
pretty_semantic_node	function
pretty_text	function
previous_carousel!	function
previous_code_match!	function
previous_panel!	function
process_succeeded	function
progress_component	function
progress_semantic_node	function
project_side_by_side_diff	function
project_virtual_table	function
protect!	function
